"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 13 18:33:09 GMT 2025","Sun Jul 13 18:33:09 GMT 2025","136","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
"passed","Sun Jul 13 18:33:06 GMT 2025","Sun Jul 13 18:33:07 GMT 2025","772","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","addItemToCartTest","Check quantity of items in bag, add items and check that they were added",""
"passed","Sun Jul 13 18:33:08 GMT 2025","Sun Jul 13 18:33:09 GMT 2025","796","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
"broken","Sun Jul 13 18:33:21 GMT 2025","Sun Jul 13 18:33:22 GMT 2025","216","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButton","Check search button on homepage",""
"broken","Sun Jul 13 18:33:18 GMT 2025","Sun Jul 13 18:33:19 GMT 2025","275","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"broken","Sun Jul 13 18:33:21 GMT 2025","Sun Jul 13 18:33:21 GMT 2025","217","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openWomenMenu","Open menu on homepage",""
"broken","Sun Jul 13 18:33:19 GMT 2025","Sun Jul 13 18:33:20 GMT 2025","217","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCreateAccountButton","Check create account button on homepage",""
"broken","Sun Jul 13 18:33:21 GMT 2025","Sun Jul 13 18:33:21 GMT 2025","218","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Open homepage and check url and titles",""
"broken","Sun Jul 13 18:33:18 GMT 2025","Sun Jul 13 18:33:18 GMT 2025","222","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","unlockFreeShipping","Unlock free shipping",""
"broken","Sun Jul 13 18:33:20 GMT 2025","Sun Jul 13 18:33:20 GMT 2025","218","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Check account button on homepage",""
"broken","Sun Jul 13 18:33:22 GMT 2025","Sun Jul 13 18:33:22 GMT 2025","222","","ui.tests.WomenSkirtsSkortsPageSmokeTests","","ui.tests.WomenSkirtsSkortsPageSmokeTests","openWomenSkirtsSkortsPageTest","Open women skirts & skorts page from header on homepage and check url and titles",""
"broken","Sun Jul 13 18:33:21 GMT 2025","Sun Jul 13 18:33:21 GMT 2025","220","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartSvg","Check cart button svg on homepage",""
"broken","Sun Jul 13 18:33:18 GMT 2025","Sun Jul 13 18:33:18 GMT 2025","220","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","verifyPriceInCart","Verify price in cart",""
"passed","Sun Jul 13 18:33:07 GMT 2025","Sun Jul 13 18:33:08 GMT 2025","672","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkFreeShipping","open product details, add items in cart until free shipping is unlocked",""
"broken","Sun Jul 13 18:33:20 GMT 2025","Sun Jul 13 18:33:20 GMT 2025","218","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","isSvgLogoDisplayed","Check if svg logo is displayed on homepage",""
"broken","Sun Jul 13 18:33:19 GMT 2025","Sun Jul 13 18:33:19 GMT 2025","219","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartLink","Check cart button link on homepage",""
"broken","Sun Jul 13 18:33:22 GMT 2025","Sun Jul 13 18:33:22 GMT 2025","301","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButtonClick","Click search button and check search input is displayed on homepage",""
"passed","Sun Jul 13 18:33:09 GMT 2025","Sun Jul 13 18:33:09 GMT 2025","242","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","addItemsToCartSmokeTest","Smoke test: add items to cart",""
"broken","Sun Jul 13 18:33:20 GMT 2025","Sun Jul 13 18:33:20 GMT 2025","272","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openMenuAndFindSkirtsLink","Open menu and find skirts catalog link on homepage",""
"passed","Sun Jul 13 18:33:09 GMT 2025","Sun Jul 13 18:33:09 GMT 2025","173","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","checkTheBagSmokeTest","Smoke test: check the bag",""
"broken","Sun Jul 13 18:33:19 GMT 2025","Sun Jul 13 18:33:19 GMT 2025","220","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSignInButton","Check sign in button on homepage",""
