"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 09:49:59 GMT 2025","Mon Jul 14 09:50:00 GMT 2025","721","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
"broken","Mon Jul 14 09:50:57 GMT 2025","Mon Jul 14 09:51:05 GMT 2025","7964","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","addItemToCart","Add item to cart",""
"passed","Mon Jul 14 09:49:58 GMT 2025","Mon Jul 14 09:49:58 GMT 2025","729","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
"passed","Mon Jul 14 09:49:59 GMT 2025","Mon Jul 14 09:49:59 GMT 2025","318","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getCartInventorySmokeTest","Smoke test: get cart inventory",""
"passed","Mon Jul 14 09:51:26 GMT 2025","Mon Jul 14 09:51:42 GMT 2025","16123","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSignInButton","Check sign in button on homepage",""
"passed","Mon Jul 14 09:49:59 GMT 2025","Mon Jul 14 09:49:59 GMT 2025","169","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","checkTheBagSmokeTest","Smoke test: check the bag",""
"passed","Mon Jul 14 09:52:14 GMT 2025","Mon Jul 14 09:52:22 GMT 2025","7866","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Check account button on homepage",""
"passed","Mon Jul 14 09:49:57 GMT 2025","Mon Jul 14 09:49:58 GMT 2025","509","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkFreeShipping","open product details, add items in cart until free shipping is unlocked",""
"passed","Mon Jul 14 09:49:59 GMT 2025","Mon Jul 14 09:49:59 GMT 2025","114","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
"broken","Mon Jul 14 09:50:00 GMT 2025","Mon Jul 14 09:50:09 GMT 2025","8722","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","changeItemQuantity","Change item quantity",""
