"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jul 14 10:27:29 GMT 2025","Mon Jul 14 10:27:37 GMT 2025","8034","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"passed","Mon Jul 14 10:26:39 GMT 2025","Mon Jul 14 10:26:40 GMT 2025","356","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getCartInventorySmokeTest","Smoke test: get cart inventory",""
"passed","Mon Jul 14 10:27:51 GMT 2025","Mon Jul 14 10:28:01 GMT 2025","10042","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartIndicator","Check cart button number indicator on homepage",""
"broken","Mon Jul 14 10:27:10 GMT 2025","Mon Jul 14 10:27:29 GMT 2025","19114","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","verifyPriceInCart","Verify price in cart",""
"passed","Mon Jul 14 10:26:40 GMT 2025","Mon Jul 14 10:26:40 GMT 2025","179","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","checkTheBagSmokeTest","Smoke test: check the bag",""
"broken","Mon Jul 14 10:26:49 GMT 2025","Mon Jul 14 10:27:10 GMT 2025","20588","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","unlockFreeShipping","Unlock free shipping",""
"passed","Mon Jul 14 10:26:37 GMT 2025","Mon Jul 14 10:26:38 GMT 2025","664","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","addItemToCartTest","Check quantity of items in bag, add items and check that they were added",""
"passed","Mon Jul 14 10:27:45 GMT 2025","Mon Jul 14 10:27:51 GMT 2025","6082","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartLink","Check cart button link on homepage",""
"passed","Mon Jul 14 10:26:39 GMT 2025","Mon Jul 14 10:26:39 GMT 2025","241","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","addItemsToCartSmokeTest","Smoke test: add items to cart",""
"passed","Mon Jul 14 10:26:38 GMT 2025","Mon Jul 14 10:26:38 GMT 2025","551","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkFreeShipping","open product details, add items in cart until free shipping is unlocked",""
"passed","Mon Jul 14 10:29:03 GMT 2025","Mon Jul 14 10:29:10 GMT 2025","6893","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartSvg","Check cart button svg on homepage",""
"passed","Mon Jul 14 10:26:40 GMT 2025","Mon Jul 14 10:26:40 GMT 2025","645","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
"passed","Mon Jul 14 10:26:38 GMT 2025","Mon Jul 14 10:26:39 GMT 2025","710","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
"passed","Mon Jul 14 10:26:34 GMT 2025","Mon Jul 14 10:26:35 GMT 2025","1453","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","deleteItemTest","Add items in bag, delete them and check that they were deleted",""
"passed","Mon Jul 14 10:28:40 GMT 2025","Mon Jul 14 10:28:48 GMT 2025","7889","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","isSvgLogoDisplayed","Check if svg logo is displayed on homepage",""
"passed","Mon Jul 14 10:28:17 GMT 2025","Mon Jul 14 10:28:33 GMT 2025","15957","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCreateAccountButton","Check create account button on homepage",""
