"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","3433","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSignInButton","Check sign in button on homepage",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:43 GMT 2025","17","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","deleteItemTest","Add items in bag, delete them and check that they were deleted",""
"broken","Sun Jul 13 17:37:44 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","2795","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Check favorites button link on homepage",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","3190","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openMenuAndFindSkirtsLink","Open menu and find skirts catalog link on homepage",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:43 GMT 2025","12","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"broken","Sun Jul 13 17:37:38 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","8153","","ui.tests.WomenSkirtsSkortsPageSmokeTests","","ui.tests.WomenSkirtsSkortsPageSmokeTests","openWomenSkirtsSkortsPageTest","Open women skirts & skorts page from header on homepage and check url and titles",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","3477","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","unlockFreeShipping","Unlock free shipping",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:43 GMT 2025","7","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
"broken","Sun Jul 13 17:37:44 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","2832","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Check account button on homepage",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:43 GMT 2025","1","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","addItemToCartTest","Check quantity of items in bag, add items and check that they were added",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:43 GMT 2025","1","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","checkTheBagSmokeTest","Smoke test: check the bag",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","3742","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartLink","Check cart button link on homepage",""
"broken","Sun Jul 13 17:37:44 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","2572","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openWomenMenu","Open menu on homepage",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:43 GMT 2025","2","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","addItemsToCartSmokeTest","Smoke test: add items to cart",""
"broken","Sun Jul 13 17:37:44 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","2553","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Open homepage and check url and titles",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","3223","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"passed","Sun Jul 13 17:37:42 GMT 2025","Sun Jul 13 17:37:44 GMT 2025","2111","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkFreeShipping","open product details, add items in cart until free shipping is unlocked",""
"broken","Sun Jul 13 17:37:43 GMT 2025","Sun Jul 13 17:37:46 GMT 2025","3270","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCreateAccountButton","Check create account button on homepage",""
"passed","Sun Jul 13 17:37:42 GMT 2025","Sun Jul 13 17:37:43 GMT 2025","1461","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
