"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 10:01:43 GMT 2025","Mon Jul 14 10:01:55 GMT 2025","11709","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartIndicator","Check cart button number indicator on homepage",""
"broken","Mon Jul 14 10:01:21 GMT 2025","Mon Jul 14 10:01:37 GMT 2025","16580","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","addItemToCart","Add item to cart",""
"passed","Mon Jul 14 09:59:36 GMT 2025","Mon Jul 14 09:59:37 GMT 2025","1266","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","deleteItemTest","Add items in bag, delete them and check that they were deleted",""
"passed","Mon Jul 14 10:03:55 GMT 2025","Mon Jul 14 10:04:07 GMT 2025","11997","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButtonClick","Click search button and check search input is displayed on homepage",""
"broken","Mon Jul 14 10:00:31 GMT 2025","Mon Jul 14 10:01:02 GMT 2025","30964","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","verifyPriceInCart","Verify price in cart",""
"passed","Mon Jul 14 10:02:11 GMT 2025","Mon Jul 14 10:02:27 GMT 2025","15913","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCreateAccountButton","Check create account button on homepage",""
"passed","Mon Jul 14 09:59:38 GMT 2025","Mon Jul 14 09:59:39 GMT 2025","821","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"passed","Mon Jul 14 10:02:45 GMT 2025","Mon Jul 14 10:02:53 GMT 2025","7731","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","isSvgLogoDisplayed","Check if svg logo is displayed on homepage",""
"passed","Mon Jul 14 09:59:40 GMT 2025","Mon Jul 14 09:59:41 GMT 2025","569","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
"passed","Mon Jul 14 09:59:41 GMT 2025","Mon Jul 14 09:59:41 GMT 2025","253","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getCartInventorySmokeTest","Smoke test: get cart inventory",""
"passed","Mon Jul 14 09:59:41 GMT 2025","Mon Jul 14 09:59:42 GMT 2025","550","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
"passed","Mon Jul 14 10:01:37 GMT 2025","Mon Jul 14 10:01:43 GMT 2025","6004","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkCartLink","Check cart button link on homepage",""
"passed","Mon Jul 14 10:03:32 GMT 2025","Mon Jul 14 10:03:48 GMT 2025","16026","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Open homepage and check url and titles",""
"passed","Mon Jul 14 09:59:41 GMT 2025","Mon Jul 14 09:59:41 GMT 2025","214","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
"broken","Mon Jul 14 10:04:14 GMT 2025","Mon Jul 14 10:04:32 GMT 2025","18250","","ui.tests.WomenSkirtsSkortsPageSmokeTests","","ui.tests.WomenSkirtsSkortsPageSmokeTests","openWomenSkirtsSkortsPageTest","Open women skirts & skorts page from header on homepage and check url and titles",""
"passed","Mon Jul 14 10:01:55 GMT 2025","Mon Jul 14 10:02:11 GMT 2025","15690","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSignInButton","Check sign in button on homepage",""
"passed","Mon Jul 14 09:59:41 GMT 2025","Mon Jul 14 09:59:41 GMT 2025","112","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","checkTheBagSmokeTest","Smoke test: check the bag",""
"broken","Mon Jul 14 10:02:27 GMT 2025","Mon Jul 14 10:02:45 GMT 2025","18344","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openMenuAndFindSkirtsLink","Open menu and find skirts catalog link on homepage",""
"passed","Mon Jul 14 10:03:48 GMT 2025","Mon Jul 14 10:03:55 GMT 2025","7483","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkSearchButton","Check search button on homepage",""
"broken","Mon Jul 14 10:00:01 GMT 2025","Mon Jul 14 10:00:31 GMT 2025","30872","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","unlockFreeShipping","Unlock free shipping",""
