"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 13 18:40:19 GMT 2025","Sun Jul 13 18:40:19 GMT 2025","118","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getProductDetailsByIdSmokeTest","Smoke test: get product details by id",""
"broken","Sun Jul 13 18:40:29 GMT 2025","Sun Jul 13 18:40:30 GMT 2025","226","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openWomenMenu","Open menu on homepage",""
"passed","Sun Jul 13 18:40:19 GMT 2025","Sun Jul 13 18:40:19 GMT 2025","340","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","getCartInventorySmokeTest","Smoke test: get cart inventory",""
"broken","Sun Jul 13 18:40:26 GMT 2025","Sun Jul 13 18:40:27 GMT 2025","230","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","unlockFreeShipping","Unlock free shipping",""
"broken","Sun Jul 13 18:40:27 GMT 2025","Sun Jul 13 18:40:27 GMT 2025","226","","ui.tests.CartGuestTests","","ui.tests.CartGuestTests","removeItemFromCart","Remove item from cart",""
"broken","Sun Jul 13 18:40:30 GMT 2025","Sun Jul 13 18:40:31 GMT 2025","221","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesSvg","Check favorites button svg on homepage",""
"passed","Sun Jul 13 18:40:19 GMT 2025","Sun Jul 13 18:40:20 GMT 2025","694","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","deleteItemFromCartSmokeTest","Smoke test: delete item from cart",""
"broken","Sun Jul 13 18:40:29 GMT 2025","Sun Jul 13 18:40:29 GMT 2025","221","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkAccountButton","Check account button on homepage",""
"broken","Sun Jul 13 18:40:29 GMT 2025","Sun Jul 13 18:40:29 GMT 2025","220","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","checkFavoritesLink","Check favorites button link on homepage",""
"passed","Sun Jul 13 18:40:16 GMT 2025","Sun Jul 13 18:40:17 GMT 2025","990","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkThePricesInProductDetailsAndInCart","Clear the bag, get product details by product id, add an item in cart and check that the prices in cart and in product details are equal",""
"passed","Sun Jul 13 18:40:17 GMT 2025","Sun Jul 13 18:40:17 GMT 2025","657","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","addItemToCartTest","Check quantity of items in bag, add items and check that they were added",""
"broken","Sun Jul 13 18:40:28 GMT 2025","Sun Jul 13 18:40:29 GMT 2025","221","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","isSvgLogoDisplayed","Check if svg logo is displayed on homepage",""
"broken","Sun Jul 13 18:40:30 GMT 2025","Sun Jul 13 18:40:30 GMT 2025","222","","ui.tests.HomePageSmokeTests","","ui.tests.HomePageSmokeTests","openHomePageTest","Open homepage and check url and titles",""
"passed","Sun Jul 13 18:40:17 GMT 2025","Sun Jul 13 18:40:18 GMT 2025","539","","api.tests.cart.CartApiExtendedTests","","api.tests.cart.CartApiExtendedTests","checkFreeShipping","open product details, add items in cart until free shipping is unlocked",""
"passed","Sun Jul 13 18:40:18 GMT 2025","Sun Jul 13 18:40:19 GMT 2025","720","","api.tests.cart.CartApiSmokeTests","","api.tests.cart.CartApiSmokeTests","editItemsInCartSmokeTest","Smoke test: edit items in cart",""
